date,organisationId,brand,valorisation,est_derniere_date
2025-04-25,VERS,Le Coq Toqué,3.4,True
2025-04-25,VERS,Legami,5385.97,True
2025-04-25,VERS,Les Petites Dates,51.6,True
2025-04-25,VERS,Les Petits Zodiaques,780.0,True
2025-04-25,VERS,Les minis mondes,138.2,True
2025-04-25,VERS,Lilliputiens,2683.16,True
2025-04-25,VERS,Little Dutch,400.5,True
2025-04-25,VERS,Little L,42.4,True
2025-04-25,VERS,Lulu Copenhagen,50.0,True
2025-04-25,VERS,MDS,15.11,True
2025-04-25,VERS,MISTER GADGET,139.65,True
2025-04-25,VERS,MOB,712.21,True
2025-04-25,VERS,Mango éditions,328.76,True
2025-04-25,VERS,Marcel et Joachim,403.91,True
2025-04-25,VERS,Marky,107.52,True
2025-04-25,VERS,Martinelia,45.82,True
2025-04-25,VERS,Martinex,225.0,True
2025-04-25,VERS,Maïlou,16.1,True
2025-04-25,VERS,Mercier,719.27,True
2025-04-25,VERS,Metalmorphose,2139.95,True
2025-04-25,VERS,Micro,1398.57,True
2025-04-25,VERS,Milan,1303.57,True
2025-04-25,VERS,Minikane,20.0,True
2025-04-25,VERS,Minus Editions,384.57,True
2025-04-25,VERS,Monjour,836.4,True
2025-04-25,VERS,Moonie,68.04,True
2025-04-25,VERS,Morphée,150.0,True
2025-04-25,VERS,Moxie,376.2,True
2025-04-25,VERS,My Arcade,94.5,True
2025-04-25,VERS,My Little Day,54.1,True
2025-04-25,VERS,Nailmatic,2815.74,True
2025-04-25,VERS,Namaki,26.6,True
2025-04-25,VERS,Nathan,1100.16,True
2025-04-25,VERS,Neogrün,93.8,True
2025-04-25,VERS,Nobodinoz,715.45,True
2025-04-25,VERS,OMY,3534.42,True
2025-04-25,VERS,OPPI,69.93,True
2025-04-25,VERS,Ooly,455.1,True
2025-04-25,VERS,Ouate,682.35,True
2025-04-25,VERS,PARIS 2024,217.08,True
2025-04-25,VERS,PEZ,79.78,True
2025-04-25,VERS,PLUS PLUS,1080.95,True
2025-04-25,VERS,POMEA,479.46,True
2025-04-25,VERS,POPPIK,815.26,True
2025-04-25,VERS,Pandacraft,15.0,True
2025-04-25,VERS,Paola Reina,186.01,True
2025-04-25,VERS,Papo,1321.64,True
2025-04-25,VERS,Party Deco,8301.97,True
2025-04-25,VERS,Piatnik,368.58,True
2025-04-25,VERS,Pieces & Peace,57.28,True
2025-04-25,VERS,Pierrot Gourmand,45.1,True
2025-04-25,VERS,Pixie Games,298.5,True
2025-04-25,VERS,Play&Go,238.1,True
2025-04-25,VERS,Poule Party,3964.2,True
2025-04-25,VERS,Professor Puzzle,527.42,True
2025-04-25,VERS,Quartier Libre,155.67,True
2025-04-25,VERS,Quut,1166.93,True
2025-04-25,VERS,Rice,17.8,True
2025-04-25,VERS,Robotime,6445.88,True
2025-04-25,VERS,Rockahula,140.95,True
2025-04-25,VERS,Rosajou,707.87,True
2025-04-25,VERS,SI SI La Paillette,193.65,True
2025-04-25,VERS,Sam & Julia,253.13,True
2025-04-25,VERS,Sassi,507.24,True
2025-04-25,VERS,Sentosphère,1316.68,True
2025-04-25,VERS,So Family,499.73,True
2025-04-25,VERS,Souza,1385.14,True
2025-04-25,VERS,Splash,17.04,True
2025-04-25,VERS,Spunky,4.14,True
2025-04-25,VERS,Studio Roof,271.5,True
2025-04-25,VERS,SuperPetit,1089.42,True
2025-04-25,VERS,Sycomore,673.35,True
2025-04-25,VERS,Tata Clairette,56.5,True
2025-04-25,VERS,Tichoups,1289.25,True
2025-04-25,VERS,Top Bright,388.5,True
2025-04-25,VERS,Tossit,69.0,True
2025-04-25,VERS,Tourbillon,65.06,True
2025-04-25,VERS,Trixie,9500.36,True
2025-04-25,VERS,Trolli,18.0,True
2025-04-25,VERS,True Gum,34.32,True
2025-04-25,VERS,Tutti Frutti,5.0,True
2025-04-25,VERS,Ty,682.15,True
2025-04-25,VERS,Vilac,7124.18,True
2025-04-25,VERS,Vissevasse,107.55,True
2025-04-25,VERS,Waatea,480.0,True
2025-04-25,VERS,Wurm,50.55,True
2025-04-25,VERS,Yoto play,1318.81,True
2025-04-25,VERS,Yuko B,694.47,True
